"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"18.01.2019 06:45 - 18.01.2019 07:00","66476","67541"
"18.01.2019 07:00 - 18.01.2019 07:15","68020","69698"
"18.01.2019 07:15 - 18.01.2019 07:30","68705","70928"
"18.01.2019 07:30 - 18.01.2019 07:45","68964","72028"
"18.01.2019 07:45 - 18.01.2019 08:00","69605","72566"
"18.01.2019 08:00 - 18.01.2019 08:15","70744","73496"
"18.01.2019 08:15 - 18.01.2019 08:30","70223","73653"
"18.01.2019 08:30 - 18.01.2019 08:45","70446","73649"
"18.01.2019 08:45 - 18.01.2019 09:00","70708","73479"
"18.01.2019 09:00 - 18.01.2019 09:15","70213","73224"
"18.01.2019 09:15 - 18.01.2019 09:30","71265","73232"
"18.01.2019 09:30 - 18.01.2019 09:45","70633","73416"
"18.01.2019 09:45 - 18.01.2019 10:00","71595","73538"
"18.01.2019 10:00 - 18.01.2019 10:15","71603","73196"
"18.01.2019 10:15 - 18.01.2019 10:30","71413","73167"
"18.01.2019 10:30 - 18.01.2019 10:45","71390","73063"
"18.01.2019 10:45 - 18.01.2019 11:00","71315","73126"
"18.01.2019 11:00 - 18.01.2019 11:15","72247","73301"
"18.01.2019 11:15 - 18.01.2019 11:30","72101","73575"
"18.01.2019 11:30 - 18.01.2019 11:45","72411","73374"
"18.01.2019 11:45 - 18.01.2019 12:00","72296","73196"
"18.01.2019 12:00 - 18.01.2019 12:15","71036","72934"
"18.01.2019 12:15 - 18.01.2019 12:30","71310","72609"
"18.01.2019 12:30 - 18.01.2019 12:45","71198","72247"
"18.01.2019 12:45 - 18.01.2019 13:00","71275","72080"
"18.01.2019 13:00 - 18.01.2019 13:15","71135","71922"
"18.01.2019 13:15 - 18.01.2019 13:30","70666","71366"
"18.01.2019 13:30 - 18.01.2019 13:45","70007","70925"
"18.01.2019 13:45 - 18.01.2019 14:00","69668","70020"
"18.01.2019 14:00 - 18.01.2019 14:15","69690","70201"
"18.01.2019 14:15 - 18.01.2019 14:30","69072","69962"
"18.01.2019 14:30 - 18.01.2019 14:45","69000","69677"
"18.01.2019 14:45 - 18.01.2019 15:00","69156","69619"
"18.01.2019 15:00 - 18.01.2019 15:15","68773","69406"
"18.01.2019 15:15 - 18.01.2019 15:30","68898","69078"
"18.01.2019 15:30 - 18.01.2019 15:45","68841","68950"
"18.01.2019 15:45 - 18.01.2019 16:00","68727","68818"
"18.01.2019 16:00 - 18.01.2019 16:15","68792","69058"
"18.01.2019 16:15 - 18.01.2019 16:30","68889","69082"
"18.01.2019 16:30 - 18.01.2019 16:45","68400","69343"
"18.01.2019 16:45 - 18.01.2019 17:00","70013","70191"
"18.01.2019 17:00 - 18.01.2019 17:15","70728","71714"
"18.01.2019 17:15 - 18.01.2019 17:30","71456","72827"
"18.01.2019 17:30 - 18.01.2019 17:45","71519","73442"
"18.01.2019 17:45 - 18.01.2019 18:00","72419","73421"
"18.01.2019 18:00 - 18.01.2019 18:15","72162","73187"
"18.01.2019 18:15 - 18.01.2019 18:30","72055","72794"
"18.01.2019 18:30 - 18.01.2019 18:45","72035","72400"
"18.01.2019 18:45 - 18.01.2019 19:00","70772","72146"
"18.01.2019 19:00 - 18.01.2019 19:15","70522","71817"
"18.01.2019 19:15 - 18.01.2019 19:30","70157","71034"
"18.01.2019 19:30 - 18.01.2019 19:45","69914","70187"
"18.01.2019 19:45 - 18.01.2019 20:00","68484","69352"
"18.01.2019 20:00 - 18.01.2019 20:15","67768","67997"
"18.01.2019 20:15 - 18.01.2019 20:30","65932","66956"
"18.01.2019 20:30 - 18.01.2019 20:45","65282","66034"
"18.01.2019 20:45 - 18.01.2019 21:00","64606","65122"
"18.01.2019 21:00 - 18.01.2019 21:15","63119","64357"
"18.01.2019 21:15 - 18.01.2019 21:30","62783","63779"
"18.01.2019 21:30 - 18.01.2019 21:45","62779","63384"
"18.01.2019 21:45 - 18.01.2019 22:00","61767","62325"
"18.01.2019 22:00 - 18.01.2019 22:15","62161","62312"
"18.01.2019 22:15 - 18.01.2019 22:30","59871","61446"
"18.01.2019 22:30 - 18.01.2019 22:45","60248","60546"
"18.01.2019 22:45 - 18.01.2019 23:00","58717","60089"
"18.01.2019 23:00 - 18.01.2019 23:15","58614","59197"
"18.01.2019 23:15 - 18.01.2019 23:30","57155","58481"
"18.01.2019 23:30 - 18.01.2019 23:45","55555","58277"
"18.01.2019 23:45 - 19.01.2019 00:00","54801","57490"
"19.01.2019 00:00 - 19.01.2019 00:15","54752","56508"
"19.01.2019 00:15 - 19.01.2019 00:30","53804","55764"
"19.01.2019 00:30 - 19.01.2019 00:45","53308","55559"
"19.01.2019 00:45 - 19.01.2019 01:00","52739","55060"
"19.01.2019 01:00 - 19.01.2019 01:15","52193","54126"
"19.01.2019 01:15 - 19.01.2019 01:30","51500","53717"
"19.01.2019 01:30 - 19.01.2019 01:45","51238","53241"
"19.01.2019 01:45 - 19.01.2019 02:00","51003","53021"
"19.01.2019 02:00 - 19.01.2019 02:15","50575","52395"
"19.01.2019 02:15 - 19.01.2019 02:30","50278","51974"
"19.01.2019 02:30 - 19.01.2019 02:45","50416","51868"
"19.01.2019 02:45 - 19.01.2019 03:00","50332","51946"
"19.01.2019 03:00 - 19.01.2019 03:15","50235","51692"
"19.01.2019 03:15 - 19.01.2019 03:30","50100","51395"
"19.01.2019 03:30 - 19.01.2019 03:45","50077","51159"
"19.01.2019 03:45 - 19.01.2019 04:00","49970","51045"
"19.01.2019 04:00 - 19.01.2019 04:15","50128","51248"
"19.01.2019 04:15 - 19.01.2019 04:30","50117","51192"
"19.01.2019 04:30 - 19.01.2019 04:45","50237","50876"
"19.01.2019 04:45 - 19.01.2019 05:00","50280","50990"
"19.01.2019 05:00 - 19.01.2019 05:15","50342","51202"
"19.01.2019 05:15 - 19.01.2019 05:30","50024","51038"
"19.01.2019 05:30 - 19.01.2019 05:45","50421","50712"
"19.01.2019 05:45 - 19.01.2019 06:00","50607","50664"
"19.01.2019 06:00 - 19.01.2019 06:15","50476","51090"
"19.01.2019 06:15 - 19.01.2019 06:30","51334","51361"
"19.01.2019 06:30 - 19.01.2019 06:45","51948","51459"
"19.01.2019 06:45 - 19.01.2019 07:00","52782","52329"
"19.01.2019 07:00 - 19.01.2019 07:15","53681","53252"
"19.01.2019 07:15 - 19.01.2019 07:30","54274","53878"
"19.01.2019 07:30 - 19.01.2019 07:45","55691","54587"
"19.01.2019 07:45 - 19.01.2019 08:00","56383","55571"
"19.01.2019 08:00 - 19.01.2019 08:15","57254","56754"
"19.01.2019 08:15 - 19.01.2019 08:30","57797","57659"
"19.01.2019 08:30 - 19.01.2019 08:45","58578","58316"
"19.01.2019 08:45 - 19.01.2019 09:00","59402","59002"
"19.01.2019 09:00 - 19.01.2019 09:15","59700","59900"
"19.01.2019 09:15 - 19.01.2019 09:30","60861","60579"
"19.01.2019 09:30 - 19.01.2019 09:45","61092","61426"
"19.01.2019 09:45 - 19.01.2019 10:00","61566","61645"
"19.01.2019 10:00 - 19.01.2019 10:15","62150","62183"
"19.01.2019 10:15 - 19.01.2019 10:30","62155","62346"
"19.01.2019 10:30 - 19.01.2019 10:45","62275","62680"
"19.01.2019 10:45 - 19.01.2019 11:00","62251","62613"
"19.01.2019 11:00 - 19.01.2019 11:15","62890","62893"
"19.01.2019 11:15 - 19.01.2019 11:30","63243","62752"
"19.01.2019 11:30 - 19.01.2019 11:45","63517","63038"
"19.01.2019 11:45 - 19.01.2019 12:00","63107","62982"
"19.01.2019 12:00 - 19.01.2019 12:15","62621","62440"
"19.01.2019 12:15 - 19.01.2019 12:30","62787","62142"
"19.01.2019 12:30 - 19.01.2019 12:45","62297","61695"
"19.01.2019 12:45 - 19.01.2019 13:00","62006","61197"
"19.01.2019 13:00 - 19.01.2019 13:15","61589","60718"
"19.01.2019 13:15 - 19.01.2019 13:30","61186","59867"
"19.01.2019 13:30 - 19.01.2019 13:45","60932","59559"
"19.01.2019 13:45 - 19.01.2019 14:00","60051","59053"
"19.01.2019 14:00 - 19.01.2019 14:15","59818","58715"
"19.01.2019 14:15 - 19.01.2019 14:30","59178","58390"
"19.01.2019 14:30 - 19.01.2019 14:45","59171","58086"
"19.01.2019 14:45 - 19.01.2019 15:00","59617","57867"
"19.01.2019 15:00 - 19.01.2019 15:15","59910","58065"
"19.01.2019 15:15 - 19.01.2019 15:30","59317","58178"
"19.01.2019 15:30 - 19.01.2019 15:45","59527","58065"
"19.01.2019 15:45 - 19.01.2019 16:00","59498","58028"
"19.01.2019 16:00 - 19.01.2019 16:15","59679","58463"
"19.01.2019 16:15 - 19.01.2019 16:30","60357","58822"
"19.01.2019 16:30 - 19.01.2019 16:45","61059","59505"
"19.01.2019 16:45 - 19.01.2019 17:00","61349","60385"
"19.01.2019 17:00 - 19.01.2019 17:15","62366","62185"
"19.01.2019 17:15 - 19.01.2019 17:30","63345","63479"
"19.01.2019 17:30 - 19.01.2019 17:45","63964","64436"
"19.01.2019 17:45 - 19.01.2019 18:00","64356","64392"
"19.01.2019 18:00 - 19.01.2019 18:15","64393","64587"
"19.01.2019 18:15 - 19.01.2019 18:30","64452","64458"
"19.01.2019 18:30 - 19.01.2019 18:45","64249","64288"
"19.01.2019 18:45 - 19.01.2019 19:00","63612","63915"
"19.01.2019 19:00 - 19.01.2019 19:15","63314","63313"
"19.01.2019 19:15 - 19.01.2019 19:30","62943","62706"
"19.01.2019 19:30 - 19.01.2019 19:45","62462","62110"
"19.01.2019 19:45 - 19.01.2019 20:00","61396","61515"
"19.01.2019 20:00 - 19.01.2019 20:15","60526","60318"
"19.01.2019 20:15 - 19.01.2019 20:30","59228","59035"
"19.01.2019 20:30 - 19.01.2019 20:45","58448","58090"
"19.01.2019 20:45 - 19.01.2019 21:00","57962","57357"
"19.01.2019 21:00 - 19.01.2019 21:15","56975","57066"
"19.01.2019 21:15 - 19.01.2019 21:30","56585","56554"
"19.01.2019 21:30 - 19.01.2019 21:45","56741","56090"
"19.01.2019 21:45 - 19.01.2019 22:00","56251","55877"
"19.01.2019 22:00 - 19.01.2019 22:15","56995","56568"
"19.01.2019 22:15 - 19.01.2019 22:30","55623","56032"
"19.01.2019 22:30 - 19.01.2019 22:45","55539","55420"
"19.01.2019 22:45 - 19.01.2019 23:00","54386","54880"
"19.01.2019 23:00 - 19.01.2019 23:15","53782","54447"
"19.01.2019 23:15 - 19.01.2019 23:30","52747","53929"
"19.01.2019 23:30 - 19.01.2019 23:45","51715","53355"
"19.01.2019 23:45 - 20.01.2019 00:00","51137","52822"
"20.01.2019 00:00 - 20.01.2019 00:15","51096","51943"
"20.01.2019 00:15 - 20.01.2019 00:30","50363","51306"
"20.01.2019 00:30 - 20.01.2019 00:45","49940","50908"
"20.01.2019 00:45 - 20.01.2019 01:00","49504","50596"
"20.01.2019 01:00 - 20.01.2019 01:15","49005","49703"
"20.01.2019 01:15 - 20.01.2019 01:30","47894","49439"
"20.01.2019 01:30 - 20.01.2019 01:45","48210","49048"
"20.01.2019 01:45 - 20.01.2019 02:00","47626","48675"
"20.01.2019 02:00 - 20.01.2019 02:15","47340","48568"
"20.01.2019 02:15 - 20.01.2019 02:30","46825","48109"
"20.01.2019 02:30 - 20.01.2019 02:45","47155","48031"
"20.01.2019 02:45 - 20.01.2019 03:00","47175","47698"
"20.01.2019 03:00 - 20.01.2019 03:15","46693","47681"
"20.01.2019 03:15 - 20.01.2019 03:30","46810","47628"
"20.01.2019 03:30 - 20.01.2019 03:45","46795","47334"
"20.01.2019 03:45 - 20.01.2019 04:00","46731","47365"
"20.01.2019 04:00 - 20.01.2019 04:15","47144","47235"
"20.01.2019 04:15 - 20.01.2019 04:30","46532","46975"
"20.01.2019 04:30 - 20.01.2019 04:45","46811","47013"
"20.01.2019 04:45 - 20.01.2019 05:00","46881","47213"
"20.01.2019 05:00 - 20.01.2019 05:15","46644","46983"
"20.01.2019 05:15 - 20.01.2019 05:30","46268","46848"
"20.01.2019 05:30 - 20.01.2019 05:45","46373","46489"
"20.01.2019 05:45 - 20.01.2019 06:00","46252","46466"
"20.01.2019 06:00 - 20.01.2019 06:15","45278","45616"
"20.01.2019 06:15 - 20.01.2019 06:30","45780","46008"
"20.01.2019 06:30 - 20.01.2019 06:45","46087","46121"
"20.01.2019 06:45 - 20.01.2019 07:00","46750","46370"
"20.01.2019 07:00 - 20.01.2019 07:15","47003","46714"
"20.01.2019 07:15 - 20.01.2019 07:30","47413","47517"
"20.01.2019 07:30 - 20.01.2019 07:45","49069","48181"
"20.01.2019 07:45 - 20.01.2019 08:00","49806","48677"
"20.01.2019 08:00 - 20.01.2019 08:15","50862","49603"
"20.01.2019 08:15 - 20.01.2019 08:30","50996","50688"
"20.01.2019 08:30 - 20.01.2019 08:45","52023","51612"
"20.01.2019 08:45 - 20.01.2019 09:00","52674","52324"
"20.01.2019 09:00 - 20.01.2019 09:15","53395","53413"
"20.01.2019 09:15 - 20.01.2019 09:30","55164","54346"
"20.01.2019 09:30 - 20.01.2019 09:45","54926","54849"
"20.01.2019 09:45 - 20.01.2019 10:00","55868","55218"
"20.01.2019 10:00 - 20.01.2019 10:15","56294","55608"
"20.01.2019 10:15 - 20.01.2019 10:30","56399","56109"
"20.01.2019 10:30 - 20.01.2019 10:45","56624","56623"
"20.01.2019 10:45 - 20.01.2019 11:00","56937","56968"
"20.01.2019 11:00 - 20.01.2019 11:15","58113","57325"
"20.01.2019 11:15 - 20.01.2019 11:30","58616","57995"
"20.01.2019 11:30 - 20.01.2019 11:45","59207","58415"
"20.01.2019 11:45 - 20.01.2019 12:00","58770","58425"
"20.01.2019 12:00 - 20.01.2019 12:15","58324","58314"
"20.01.2019 12:15 - 20.01.2019 12:30","58558","57934"
"20.01.2019 12:30 - 20.01.2019 12:45","58056","57687"
"20.01.2019 12:45 - 20.01.2019 13:00","57632","57259"
"20.01.2019 13:00 - 20.01.2019 13:15","57367","56808"
"20.01.2019 13:15 - 20.01.2019 13:30","56805","56253"
"20.01.2019 13:30 - 20.01.2019 13:45","56645","55935"
"20.01.2019 13:45 - 20.01.2019 14:00","56436","55338"
"20.01.2019 14:00 - 20.01.2019 14:15","56183","55011"
"20.01.2019 14:15 - 20.01.2019 14:30","55379","54720"
"20.01.2019 14:30 - 20.01.2019 14:45","55432","54572"
"20.01.2019 14:45 - 20.01.2019 15:00","55826","54230"
"20.01.2019 15:00 - 20.01.2019 15:15","56343","54362"
"20.01.2019 15:15 - 20.01.2019 15:30","55647","54210"
"20.01.2019 15:30 - 20.01.2019 15:45","55987","54344"
"20.01.2019 15:45 - 20.01.2019 16:00","55963","54350"
"20.01.2019 16:00 - 20.01.2019 16:15","56382","54872"
"20.01.2019 16:15 - 20.01.2019 16:30","56908","55031"
"20.01.2019 16:30 - 20.01.2019 16:45","57523","55899"
"20.01.2019 16:45 - 20.01.2019 17:00","57877","56746"
"20.01.2019 17:00 - 20.01.2019 17:15","59076","58167"
"20.01.2019 17:15 - 20.01.2019 17:30","60156","60073"
"20.01.2019 17:30 - 20.01.2019 17:45","60595","61073"
"20.01.2019 17:45 - 20.01.2019 18:00","61666","61698"
"20.01.2019 18:00 - 20.01.2019 18:15","61874","62231"
"20.01.2019 18:15 - 20.01.2019 18:30","62095","61989"
"20.01.2019 18:30 - 20.01.2019 18:45","62162","62263"
"20.01.2019 18:45 - 20.01.2019 19:00","60978","61980"
"20.01.2019 19:00 - 20.01.2019 19:15","60960","61695"
"20.01.2019 19:15 - 20.01.2019 19:30","60858","61034"
"20.01.2019 19:30 - 20.01.2019 19:45","60812","60751"
"20.01.2019 19:45 - 20.01.2019 20:00","59446","60274"
"20.01.2019 20:00 - 20.01.2019 20:15","59458","59450"
"20.01.2019 20:15 - 20.01.2019 20:30","58305","58722"
"20.01.2019 20:30 - 20.01.2019 20:45","57634","58044"
"20.01.2019 20:45 - 20.01.2019 21:00","57298","57496"
"20.01.2019 21:00 - 20.01.2019 21:15","56528","56936"
"20.01.2019 21:15 - 20.01.2019 21:30","56311","56955"
"20.01.2019 21:30 - 20.01.2019 21:45","56582","56876"
"20.01.2019 21:45 - 20.01.2019 22:00","56598","57070"
"20.01.2019 22:00 - 20.01.2019 22:15","57328","57976"
"20.01.2019 22:15 - 20.01.2019 22:30","55359","57797"
"20.01.2019 22:30 - 20.01.2019 22:45","55893","57243"
"20.01.2019 22:45 - 20.01.2019 23:00","54575","56683"
"20.01.2019 23:00 - 20.01.2019 23:15","54562","56006"
"20.01.2019 23:15 - 20.01.2019 23:30","53277","55544"
"20.01.2019 23:30 - 20.01.2019 23:45","51838","55119"
"20.01.2019 23:45 - 21.01.2019 00:00","51428","54469"
"21.01.2019 00:00 - 21.01.2019 00:15","52742","54243"
"21.01.2019 00:15 - 21.01.2019 00:30","52274","53756"
"21.01.2019 00:30 - 21.01.2019 00:45","51916","53419"
"21.01.2019 00:45 - 21.01.2019 01:00","51546","52799"
"21.01.2019 01:00 - 21.01.2019 01:15","51121","52197"
"21.01.2019 01:15 - 21.01.2019 01:30","50322","51834"
"21.01.2019 01:30 - 21.01.2019 01:45","50497","51763"
"21.01.2019 01:45 - 21.01.2019 02:00","50180","51617"
"21.01.2019 02:00 - 21.01.2019 02:15","49841","51158"
"21.01.2019 02:15 - 21.01.2019 02:30","49708","51147"
"21.01.2019 02:30 - 21.01.2019 02:45","49992","51056"
"21.01.2019 02:45 - 21.01.2019 03:00","50045","51189"
"21.01.2019 03:00 - 21.01.2019 03:15","49905","51048"
"21.01.2019 03:15 - 21.01.2019 03:30","49933","51390"
"21.01.2019 03:30 - 21.01.2019 03:45","50070","51652"
"21.01.2019 03:45 - 21.01.2019 04:00","50305","51667"
"21.01.2019 04:00 - 21.01.2019 04:15","50818","52332"
"21.01.2019 04:15 - 21.01.2019 04:30","50923","52811"
"21.01.2019 04:30 - 21.01.2019 04:45","51589","53463"
"21.01.2019 04:45 - 21.01.2019 05:00","52183","53991"
"21.01.2019 05:00 - 21.01.2019 05:15","52964","55468"
"21.01.2019 05:15 - 21.01.2019 05:30","53536","56534"
"21.01.2019 05:30 - 21.01.2019 05:45","54936","57670"
"21.01.2019 05:45 - 21.01.2019 06:00","56496","59341"
"21.01.2019 06:00 - 21.01.2019 06:15","58932","62313"
"21.01.2019 06:15 - 21.01.2019 06:30","61719","64898"
"21.01.2019 06:30 - 21.01.2019 06:45","63344","67020"
"21.01.2019 06:45 - 21.01.2019 07:00","65264","68805"
"21.01.2019 07:00 - 21.01.2019 07:15","67043","71087"
"21.01.2019 07:15 - 21.01.2019 07:30","67729","72210"
"21.01.2019 07:30 - 21.01.2019 07:45","68661","73383"
"21.01.2019 07:45 - 21.01.2019 08:00","69405","74294"
"21.01.2019 08:00 - 21.01.2019 08:15","70507","74576"
"21.01.2019 08:15 - 21.01.2019 08:30","70447","74704"
"21.01.2019 08:30 - 21.01.2019 08:45","70594","74895"
"21.01.2019 08:45 - 21.01.2019 09:00","70845","75088"
"21.01.2019 09:00 - 21.01.2019 09:15","70270","74658"
"21.01.2019 09:15 - 21.01.2019 09:30","71233","74726"
"21.01.2019 09:30 - 21.01.2019 09:45","70964","75079"
"21.01.2019 09:45 - 21.01.2019 10:00","71168","74965"
"21.01.2019 10:00 - 21.01.2019 10:15","71360","74654"
"21.01.2019 10:15 - 21.01.2019 10:30","71036","74821"
"21.01.2019 10:30 - 21.01.2019 10:45","70957","74982"
"21.01.2019 10:45 - 21.01.2019 11:00","70960","75064"
"21.01.2019 11:00 - 21.01.2019 11:15","71682","75074"
"21.01.2019 11:15 - 21.01.2019 11:30","71865","75241"
"21.01.2019 11:30 - 21.01.2019 11:45","72301","75397"
"21.01.2019 11:45 - 21.01.2019 12:00","72506","75357"
"21.01.2019 12:00 - 21.01.2019 12:15","71126","74893"
"21.01.2019 12:15 - 21.01.2019 12:30","71205","74363"
"21.01.2019 12:30 - 21.01.2019 12:45","71162","74522"
"21.01.2019 12:45 - 21.01.2019 13:00","71258","74411"
"21.01.2019 13:00 - 21.01.2019 13:15","71214","74690"
"21.01.2019 13:15 - 21.01.2019 13:30","70917","74222"
"21.01.2019 13:30 - 21.01.2019 13:45","70365","73948"
"21.01.2019 13:45 - 21.01.2019 14:00","70085","73258"
"21.01.2019 14:00 - 21.01.2019 14:15","70288","73280"
"21.01.2019 14:15 - 21.01.2019 14:30","69929","73013"
"21.01.2019 14:30 - 21.01.2019 14:45","69848","72864"
"21.01.2019 14:45 - 21.01.2019 15:00","69469","72743"
"21.01.2019 15:00 - 21.01.2019 15:15","68073","72792"
"21.01.2019 15:15 - 21.01.2019 15:30","69783","72570"
"21.01.2019 15:30 - 21.01.2019 15:45","69743","72290"
"21.01.2019 15:45 - 21.01.2019 16:00","69195","71974"
"21.01.2019 16:00 - 21.01.2019 16:15","69141","72055"
"21.01.2019 16:15 - 21.01.2019 16:30","68645","72148"
"21.01.2019 16:30 - 21.01.2019 16:45","66942","72687"
"21.01.2019 16:45 - 21.01.2019 17:00","67192","73460"
"21.01.2019 17:00 - 21.01.2019 17:15","67858","74770"
"21.01.2019 17:15 - 21.01.2019 17:30","68809","76287"
"21.01.2019 17:30 - 21.01.2019 17:45","68837","77189"
"21.01.2019 17:45 - 21.01.2019 18:00","69736","77498"
"21.01.2019 18:00 - 21.01.2019 18:15","69858","77153"
"21.01.2019 18:15 - 21.01.2019 18:30","69710","76746"
"21.01.2019 18:30 - 21.01.2019 18:45","70001","76595"
"21.01.2019 18:45 - 21.01.2019 19:00","69208","76488"
"21.01.2019 19:00 - 21.01.2019 19:15","68976","76018"
"21.01.2019 19:15 - 21.01.2019 19:30","68698","75226"
"21.01.2019 19:30 - 21.01.2019 19:45","68567","74664"
"21.01.2019 19:45 - 21.01.2019 20:00","67276","73987"
"21.01.2019 20:00 - 21.01.2019 20:15","66698","72881"
"21.01.2019 20:15 - 21.01.2019 20:30","65699","71805"
"21.01.2019 20:30 - 21.01.2019 20:45","65405","70576"
"21.01.2019 20:45 - 21.01.2019 21:00","65029","69678"
"21.01.2019 21:00 - 21.01.2019 21:15","64367","69035"
"21.01.2019 21:15 - 21.01.2019 21:30","63971","68569"
"21.01.2019 21:30 - 21.01.2019 21:45","64031","67274"
"21.01.2019 21:45 - 21.01.2019 22:00","62493","66409"
"21.01.2019 22:00 - 21.01.2019 22:15","62858","66350"
"21.01.2019 22:15 - 21.01.2019 22:30","60964","65965"
"21.01.2019 22:30 - 21.01.2019 22:45","60875","64875"
"21.01.2019 22:45 - 21.01.2019 23:00","59395","63804"
"21.01.2019 23:00 - 21.01.2019 23:15","58783","62504"
"21.01.2019 23:15 - 21.01.2019 23:30","57684","61642"
"21.01.2019 23:30 - 21.01.2019 23:45","56176","60754"
"21.01.2019 23:45 - 22.01.2019 00:00","55649","60023"
"22.01.2019 00:00 - 22.01.2019 00:15","56657","58840"
"22.01.2019 00:15 - 22.01.2019 00:30","56191","58496"
"22.01.2019 00:30 - 22.01.2019 00:45","55771","58473"
"22.01.2019 00:45 - 22.01.2019 01:00","55300","58034"
"22.01.2019 01:00 - 22.01.2019 01:15","54873","57226"
"22.01.2019 01:15 - 22.01.2019 01:30","53976","56915"
"22.01.2019 01:30 - 22.01.2019 01:45","54467","56789"
"22.01.2019 01:45 - 22.01.2019 02:00","53857","56420"
"22.01.2019 02:00 - 22.01.2019 02:15","53443","55916"
"22.01.2019 02:15 - 22.01.2019 02:30","53092","55821"
"22.01.2019 02:30 - 22.01.2019 02:45","53676","55699"
"22.01.2019 02:45 - 22.01.2019 03:00","53668","55640"
"22.01.2019 03:00 - 22.01.2019 03:15","53398","55776"
"22.01.2019 03:15 - 22.01.2019 03:30","53611","55450"
"22.01.2019 03:30 - 22.01.2019 03:45","53746","55565"
"22.01.2019 03:45 - 22.01.2019 04:00","53730","55589"
"22.01.2019 04:00 - 22.01.2019 04:15","54525","56134"
"22.01.2019 04:15 - 22.01.2019 04:30","54267","56544"
"22.01.2019 04:30 - 22.01.2019 04:45","54968","56837"
"22.01.2019 04:45 - 22.01.2019 05:00","55431","57517"
"22.01.2019 05:00 - 22.01.2019 05:15","55883","58791"
"22.01.2019 05:15 - 22.01.2019 05:30","56326","59420"
"22.01.2019 05:30 - 22.01.2019 05:45","57404","60208"
"22.01.2019 05:45 - 22.01.2019 06:00","58783","61615"
"22.01.2019 06:00 - 22.01.2019 06:15","60362","64438"
"22.01.2019 06:15 - 22.01.2019 06:30","62805","66594"
"22.01.2019 06:30 - 22.01.2019 06:45","64613","68644"
"22.01.2019 06:45 - 22.01.2019 07:00","66136","70552"
"22.01.2019 07:00 - 22.01.2019 07:15","67767","72603"
"22.01.2019 07:15 - 22.01.2019 07:30","68426","73797"
"22.01.2019 07:30 - 22.01.2019 07:45","69626","75038"
"22.01.2019 07:45 - 22.01.2019 08:00","70379","75723"
"22.01.2019 08:00 - 22.01.2019 08:15","71446","76289"
"22.01.2019 08:15 - 22.01.2019 08:30","71189","76653"
"22.01.2019 08:30 - 22.01.2019 08:45","71454","76885"
"22.01.2019 08:45 - 22.01.2019 09:00","71666","76929"
"22.01.2019 09:00 - 22.01.2019 09:15","71168","76442"
"22.01.2019 09:15 - 22.01.2019 09:30","72552","76752"
"22.01.2019 09:30 - 22.01.2019 09:45","71863","77184"
"22.01.2019 09:45 - 22.01.2019 10:00","72598","77276"
"22.01.2019 10:00 - 22.01.2019 10:15","72575","77147"
"22.01.2019 10:15 - 22.01.2019 10:30","72100","77151"
