"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"28.03.2018 17:45 - 28.03.2018 18:00","74770","79589"
"28.03.2018 18:00 - 28.03.2018 18:15","74755","79392"
"28.03.2018 18:15 - 28.03.2018 18:30","75009","79717"
"28.03.2018 18:30 - 28.03.2018 18:45","75610","80072"
"28.03.2018 18:45 - 28.03.2018 19:00","76123","80109"
"28.03.2018 19:00 - 28.03.2018 19:15","75993","80099"
"28.03.2018 19:15 - 28.03.2018 19:30","75465","80341"
"28.03.2018 19:30 - 28.03.2018 19:45","75110","80497"
"28.03.2018 19:45 - 28.03.2018 20:00","74861","80789"
"28.03.2018 20:00 - 28.03.2018 20:15","74040","79953"
"28.03.2018 20:15 - 28.03.2018 20:30","73225","79158"
"28.03.2018 20:30 - 28.03.2018 20:45","72160","78014"
"28.03.2018 20:45 - 28.03.2018 21:00","71376","77238"
"28.03.2018 21:00 - 28.03.2018 21:15","70468","75903"
"28.03.2018 21:15 - 28.03.2018 21:30","69831","74724"
"28.03.2018 21:30 - 28.03.2018 21:45","68886","73878"
"28.03.2018 21:45 - 28.03.2018 22:00","68119","73123"
"28.03.2018 22:00 - 28.03.2018 22:15","68014","72700"
"28.03.2018 22:15 - 28.03.2018 22:30","67202","71899"
"28.03.2018 22:30 - 28.03.2018 22:45","65966","70791"
"28.03.2018 22:45 - 28.03.2018 23:00","64569","69917"
"28.03.2018 23:00 - 28.03.2018 23:15","63130","68604"
"28.03.2018 23:15 - 28.03.2018 23:30","61973","67523"
"28.03.2018 23:30 - 28.03.2018 23:45","60974","66815"
"28.03.2018 23:45 - 29.03.2018 00:00","59865","65507"
"29.03.2018 00:00 - 29.03.2018 00:15","58137","64084"
"29.03.2018 00:15 - 29.03.2018 00:30","57294","63174"
"29.03.2018 00:30 - 29.03.2018 00:45","56694","62475"
"29.03.2018 00:45 - 29.03.2018 01:00","55966","61854"
"29.03.2018 01:00 - 29.03.2018 01:15","55398","60703"
"29.03.2018 01:15 - 29.03.2018 01:30","54944","60301"
"29.03.2018 01:30 - 29.03.2018 01:45","54676","60427"
"29.03.2018 01:45 - 29.03.2018 02:00","54345","59892"
"29.03.2018 02:00 - 29.03.2018 02:15","53960","59609"
"29.03.2018 02:15 - 29.03.2018 02:30","53800","59660"
"29.03.2018 02:30 - 29.03.2018 02:45","53768","59920"
"29.03.2018 02:45 - 29.03.2018 03:00","53830","60085"
"29.03.2018 03:00 - 29.03.2018 03:15","53901","60160"
"29.03.2018 03:15 - 29.03.2018 03:30","54003","60072"
"29.03.2018 03:30 - 29.03.2018 03:45","54061","60197"
"29.03.2018 03:45 - 29.03.2018 04:00","54155","60358"
"29.03.2018 04:00 - 29.03.2018 04:15","54628","60615"
"29.03.2018 04:15 - 29.03.2018 04:30","54952","60909"
"29.03.2018 04:30 - 29.03.2018 04:45","55530","61696"
"29.03.2018 04:45 - 29.03.2018 05:00","56101","62332"
"29.03.2018 05:00 - 29.03.2018 05:15","57354","63456"
"29.03.2018 05:15 - 29.03.2018 05:30","58031","64314"
"29.03.2018 05:30 - 29.03.2018 05:45","59282","65687"
"29.03.2018 05:45 - 29.03.2018 06:00","60777","66709"
"29.03.2018 06:00 - 29.03.2018 06:15","63221","69523"
"29.03.2018 06:15 - 29.03.2018 06:30","65147","71120"
"29.03.2018 06:30 - 29.03.2018 06:45","66631","72855"
"29.03.2018 06:45 - 29.03.2018 07:00","67907","74351"
"29.03.2018 07:00 - 29.03.2018 07:15","69562","76279"
"29.03.2018 07:15 - 29.03.2018 07:30","70414","77383"
"29.03.2018 07:30 - 29.03.2018 07:45","71163","78104"
"29.03.2018 07:45 - 29.03.2018 08:00","72104","79217"
"29.03.2018 08:00 - 29.03.2018 08:15","73112","80317"
"29.03.2018 08:15 - 29.03.2018 08:30","73802","81244"
"29.03.2018 08:30 - 29.03.2018 08:45","74412","81692"
"29.03.2018 08:45 - 29.03.2018 09:00","74756","81967"
"29.03.2018 09:00 - 29.03.2018 09:15","74722","81627"
"29.03.2018 09:15 - 29.03.2018 09:30","75178","82063"
"29.03.2018 09:30 - 29.03.2018 09:45","75650","82510"
"29.03.2018 09:45 - 29.03.2018 10:00","75853","82688"
"29.03.2018 10:00 - 29.03.2018 10:15","75961","82713"
"29.03.2018 10:15 - 29.03.2018 10:30","76236","82930"
"29.03.2018 10:30 - 29.03.2018 10:45","76630","83196"
"29.03.2018 10:45 - 29.03.2018 11:00","76830","83419"
"29.03.2018 11:00 - 29.03.2018 11:15","77058","83060"
"29.03.2018 11:15 - 29.03.2018 11:30","77213","83500"
"29.03.2018 11:30 - 29.03.2018 11:45","77580","83488"
"29.03.2018 11:45 - 29.03.2018 12:00","77211","83157"
"29.03.2018 12:00 - 29.03.2018 12:15","76767","82224"
"29.03.2018 12:15 - 29.03.2018 12:30","76733","81816"
"29.03.2018 12:30 - 29.03.2018 12:45","76350","81541"
"29.03.2018 12:45 - 29.03.2018 13:00","76159","81533"
"29.03.2018 13:00 - 29.03.2018 13:15","75935","81560"
"29.03.2018 13:15 - 29.03.2018 13:30","75900","81275"
"29.03.2018 13:30 - 29.03.2018 13:45","75216","80982"
"29.03.2018 13:45 - 29.03.2018 14:00","74799","79974"
"29.03.2018 14:00 - 29.03.2018 14:15","74851","79581"
"29.03.2018 14:15 - 29.03.2018 14:30","74462","79080"
"29.03.2018 14:30 - 29.03.2018 14:45","74412","78764"
"29.03.2018 14:45 - 29.03.2018 15:00","74716","78226"
"29.03.2018 15:00 - 29.03.2018 15:15","74736","78462"
"29.03.2018 15:15 - 29.03.2018 15:30","73889","77986"
"29.03.2018 15:30 - 29.03.2018 15:45","73724","77244"
"29.03.2018 15:45 - 29.03.2018 16:00","73310","76493"
"29.03.2018 16:00 - 29.03.2018 16:15","73244","75794"
"29.03.2018 16:15 - 29.03.2018 16:30","73550","75405"
"29.03.2018 16:30 - 29.03.2018 16:45","73379","74822"
"29.03.2018 16:45 - 29.03.2018 17:00","72636","74634"
"29.03.2018 17:00 - 29.03.2018 17:15","72697","74645"
"29.03.2018 17:15 - 29.03.2018 17:30","72630","74484"
"29.03.2018 17:30 - 29.03.2018 17:45","72961","74519"
"29.03.2018 17:45 - 29.03.2018 18:00","72944","74169"
"29.03.2018 18:00 - 29.03.2018 18:15","72715","73716"
"29.03.2018 18:15 - 29.03.2018 18:30","72985","73739"
"29.03.2018 18:30 - 29.03.2018 18:45","73339","73811"
"29.03.2018 18:45 - 29.03.2018 19:00","73340","73800"
"29.03.2018 19:00 - 29.03.2018 19:15","73144","73894"
"29.03.2018 19:15 - 29.03.2018 19:30","72811","73776"
"29.03.2018 19:30 - 29.03.2018 19:45","72451","74078"
"29.03.2018 19:45 - 29.03.2018 20:00","72125","73862"
"29.03.2018 20:00 - 29.03.2018 20:15","71756","74081"
"29.03.2018 20:15 - 29.03.2018 20:30","70895","73673"
"29.03.2018 20:30 - 29.03.2018 20:45","70150","72862"
"29.03.2018 20:45 - 29.03.2018 21:00","69374","71581"
"29.03.2018 21:00 - 29.03.2018 21:15","68299","70742"
"29.03.2018 21:15 - 29.03.2018 21:30","67694","69814"
"29.03.2018 21:30 - 29.03.2018 21:45","67195","68494"
"29.03.2018 21:45 - 29.03.2018 22:00","65905","67436"
"29.03.2018 22:00 - 29.03.2018 22:15","65752","67114"
"29.03.2018 22:15 - 29.03.2018 22:30","64758","66478"
"29.03.2018 22:30 - 29.03.2018 22:45","63787","65255"
"29.03.2018 22:45 - 29.03.2018 23:00","62446","64461"
"29.03.2018 23:00 - 29.03.2018 23:15","61398","63330"
"29.03.2018 23:15 - 29.03.2018 23:30","60193","62171"
"29.03.2018 23:30 - 29.03.2018 23:45","59175","61204"
"29.03.2018 23:45 - 30.03.2018 00:00","58002","60202"
"30.03.2018 00:00 - 30.03.2018 00:15","57477","59116"
"30.03.2018 00:15 - 30.03.2018 00:30","56422","58367"
"30.03.2018 00:30 - 30.03.2018 00:45","55833","57523"
"30.03.2018 00:45 - 30.03.2018 01:00","55187","57159"
"30.03.2018 01:00 - 30.03.2018 01:15","54574","56163"
"30.03.2018 01:15 - 30.03.2018 01:30","53900","55678"
"30.03.2018 01:30 - 30.03.2018 01:45","53643","55202"
"30.03.2018 01:45 - 30.03.2018 02:00","53200","54573"
"30.03.2018 02:00 - 30.03.2018 02:15","52759","54371"
"30.03.2018 02:15 - 30.03.2018 02:30","52473","53844"
"30.03.2018 02:30 - 30.03.2018 02:45","52489","53855"
"30.03.2018 02:45 - 30.03.2018 03:00","52282","53784"
"30.03.2018 03:00 - 30.03.2018 03:15","52129","53730"
"30.03.2018 03:15 - 30.03.2018 03:30","52035","53375"
"30.03.2018 03:30 - 30.03.2018 03:45","52193","53307"
"30.03.2018 03:45 - 30.03.2018 04:00","52046","53357"
"30.03.2018 04:00 - 30.03.2018 04:15","52385","53739"
"30.03.2018 04:15 - 30.03.2018 04:30","52214","53808"
"30.03.2018 04:30 - 30.03.2018 04:45","52471","53876"
"30.03.2018 04:45 - 30.03.2018 05:00","52580","53929"
"30.03.2018 05:00 - 30.03.2018 05:15","52482","53896"
"30.03.2018 05:15 - 30.03.2018 05:30","52322","53481"
"30.03.2018 05:30 - 30.03.2018 05:45","52282","53262"
"30.03.2018 05:45 - 30.03.2018 06:00","51982","53032"
"30.03.2018 06:00 - 30.03.2018 06:15","51298","52967"
"30.03.2018 06:15 - 30.03.2018 06:30","51849","53222"
"30.03.2018 06:30 - 30.03.2018 06:45","51944","53223"
"30.03.2018 06:45 - 30.03.2018 07:00","52269","53051"
"30.03.2018 07:00 - 30.03.2018 07:15","52811","53698"
"30.03.2018 07:15 - 30.03.2018 07:30","53341","53900"
"30.03.2018 07:30 - 30.03.2018 07:45","53778","54509"
"30.03.2018 07:45 - 30.03.2018 08:00","54951","55780"
"30.03.2018 08:00 - 30.03.2018 08:15","56287","57009"
"30.03.2018 08:15 - 30.03.2018 08:30","56505","57903"
"30.03.2018 08:30 - 30.03.2018 08:45","57595","58777"
"30.03.2018 08:45 - 30.03.2018 09:00","58423","59535"
"30.03.2018 09:00 - 30.03.2018 09:15","59650","60242"
"30.03.2018 09:15 - 30.03.2018 09:30","61062","60811"
"30.03.2018 09:30 - 30.03.2018 09:45","61201","61497"
"30.03.2018 09:45 - 30.03.2018 10:00","62089","62058"
"30.03.2018 10:00 - 30.03.2018 10:15","62420","62595"
"30.03.2018 10:15 - 30.03.2018 10:30","62778","62943"
"30.03.2018 10:30 - 30.03.2018 10:45","63029","63245"
"30.03.2018 10:45 - 30.03.2018 11:00","63820","63694"
"30.03.2018 11:00 - 30.03.2018 11:15","64082","63621"
"30.03.2018 11:15 - 30.03.2018 11:30","64705","64290"
"30.03.2018 11:30 - 30.03.2018 11:45","65560","64811"
"30.03.2018 11:45 - 30.03.2018 12:00","66013","64979"
"30.03.2018 12:00 - 30.03.2018 12:15","65074","65007"
"30.03.2018 12:15 - 30.03.2018 12:30","65202","64972"
"30.03.2018 12:30 - 30.03.2018 12:45","64304","64495"
"30.03.2018 12:45 - 30.03.2018 13:00","63836","63920"
"30.03.2018 13:00 - 30.03.2018 13:15","63265","63043"
"30.03.2018 13:15 - 30.03.2018 13:30","62705","62441"
"30.03.2018 13:30 - 30.03.2018 13:45","62365","61934"
"30.03.2018 13:45 - 30.03.2018 14:00","61753","61299"
"30.03.2018 14:00 - 30.03.2018 14:15","61609","60702"
"30.03.2018 14:15 - 30.03.2018 14:30","60578","60354"
"30.03.2018 14:30 - 30.03.2018 14:45","60671","60183"
"30.03.2018 14:45 - 30.03.2018 15:00","60894","59577"
"30.03.2018 15:00 - 30.03.2018 15:15","61111","59526"
"30.03.2018 15:15 - 30.03.2018 15:30","60401","59545"
"30.03.2018 15:30 - 30.03.2018 15:45","60590","59192"
"30.03.2018 15:45 - 30.03.2018 16:00","60184","58597"
"30.03.2018 16:00 - 30.03.2018 16:15","60710","58589"
"30.03.2018 16:15 - 30.03.2018 16:30","61254","58583"
"30.03.2018 16:30 - 30.03.2018 16:45","61368","58715"
"30.03.2018 16:45 - 30.03.2018 17:00","60374","59070"
"30.03.2018 17:00 - 30.03.2018 17:15","61007","59537"
"30.03.2018 17:15 - 30.03.2018 17:30","61472","59742"
"30.03.2018 17:30 - 30.03.2018 17:45","62042","60064"
"30.03.2018 17:45 - 30.03.2018 18:00","62316","60309"
"30.03.2018 18:00 - 30.03.2018 18:15","62617","61220"
"30.03.2018 18:15 - 30.03.2018 18:30","63059","61381"
"30.03.2018 18:30 - 30.03.2018 18:45","63470","61376"
"30.03.2018 18:45 - 30.03.2018 19:00","63045","61667"
"30.03.2018 19:00 - 30.03.2018 19:15","63259","62027"
"30.03.2018 19:15 - 30.03.2018 19:30","62988","62412"
"30.03.2018 19:30 - 30.03.2018 19:45","62707","62855"
"30.03.2018 19:45 - 30.03.2018 20:00","61950","63500"
"30.03.2018 20:00 - 30.03.2018 20:15","62173","64070"
"30.03.2018 20:15 - 30.03.2018 20:30","61388","63845"
"30.03.2018 20:30 - 30.03.2018 20:45","60975","63187"
"30.03.2018 20:45 - 30.03.2018 21:00","60714","62166"
"30.03.2018 21:00 - 30.03.2018 21:15","59673","61466"
"30.03.2018 21:15 - 30.03.2018 21:30","59570","60760"
"30.03.2018 21:30 - 30.03.2018 21:45","60125","60384"
"30.03.2018 21:45 - 30.03.2018 22:00","58943","59946"
"30.03.2018 22:00 - 30.03.2018 22:15","59755","60315"
"30.03.2018 22:15 - 30.03.2018 22:30","58698","60094"
"30.03.2018 22:30 - 30.03.2018 22:45","58496","59454"
"30.03.2018 22:45 - 30.03.2018 23:00","57424","58567"
"30.03.2018 23:00 - 30.03.2018 23:15","56879","57340"
"30.03.2018 23:15 - 30.03.2018 23:30","55875","56655"
"30.03.2018 23:30 - 30.03.2018 23:45","54864","55789"
"30.03.2018 23:45 - 31.03.2018 00:00","54255","54915"
"31.03.2018 00:00 - 31.03.2018 00:15","50110","54037"
"31.03.2018 00:15 - 31.03.2018 00:30","49543","53144"
"31.03.2018 00:30 - 31.03.2018 00:45","48953","52610"
"31.03.2018 00:45 - 31.03.2018 01:00","48493","51928"
"31.03.2018 01:00 - 31.03.2018 01:15","47693","51403"
"31.03.2018 01:15 - 31.03.2018 01:30","47402","50900"
"31.03.2018 01:30 - 31.03.2018 01:45","47046","50527"
"31.03.2018 01:45 - 31.03.2018 02:00","46835","50096"
"31.03.2018 02:00 - 31.03.2018 02:15","46378","49922"
"31.03.2018 02:15 - 31.03.2018 02:30","46352","49678"
"31.03.2018 02:30 - 31.03.2018 02:45","46384","49637"
"31.03.2018 02:45 - 31.03.2018 03:00","46265","49523"
"31.03.2018 03:00 - 31.03.2018 03:15","46082","49387"
"31.03.2018 03:15 - 31.03.2018 03:30","46060","49301"
"31.03.2018 03:30 - 31.03.2018 03:45","46121","49318"
"31.03.2018 03:45 - 31.03.2018 04:00","46201","49510"
"31.03.2018 04:00 - 31.03.2018 04:15","46455","49960"
"31.03.2018 04:15 - 31.03.2018 04:30","46491","50154"
"31.03.2018 04:30 - 31.03.2018 04:45","46692","50315"
"31.03.2018 04:45 - 31.03.2018 05:00","46789","50438"
"31.03.2018 05:00 - 31.03.2018 05:15","47506","50915"
"31.03.2018 05:15 - 31.03.2018 05:30","47422","50952"
"31.03.2018 05:30 - 31.03.2018 05:45","47636","51063"
"31.03.2018 05:45 - 31.03.2018 06:00","47714","51478"
"31.03.2018 06:00 - 31.03.2018 06:15","48084","52017"
"31.03.2018 06:15 - 31.03.2018 06:30","48263","52407"
"31.03.2018 06:30 - 31.03.2018 06:45","48687","52783"
"31.03.2018 06:45 - 31.03.2018 07:00","49046","53222"
"31.03.2018 07:00 - 31.03.2018 07:15","50116","54088"
"31.03.2018 07:15 - 31.03.2018 07:30","50591","54935"
"31.03.2018 07:30 - 31.03.2018 07:45","51738","55691"
"31.03.2018 07:45 - 31.03.2018 08:00","52965","56678"
"31.03.2018 08:00 - 31.03.2018 08:15","54431","58231"
"31.03.2018 08:15 - 31.03.2018 08:30","55132","59530"
"31.03.2018 08:30 - 31.03.2018 08:45","55949","60288"
"31.03.2018 08:45 - 31.03.2018 09:00","56691","60975"
"31.03.2018 09:00 - 31.03.2018 09:15","57897","62201"
"31.03.2018 09:15 - 31.03.2018 09:30","58540","62591"
"31.03.2018 09:30 - 31.03.2018 09:45","59093","63201"
"31.03.2018 09:45 - 31.03.2018 10:00","59477","63806"
"31.03.2018 10:00 - 31.03.2018 10:15","60117","64245"
"31.03.2018 10:15 - 31.03.2018 10:30","60384","64700"
"31.03.2018 10:30 - 31.03.2018 10:45","60858","65050"
"31.03.2018 10:45 - 31.03.2018 11:00","61277","65030"
"31.03.2018 11:00 - 31.03.2018 11:15","61460","65073"
"31.03.2018 11:15 - 31.03.2018 11:30","62181","65463"
"31.03.2018 11:30 - 31.03.2018 11:45","62684","65735"
"31.03.2018 11:45 - 31.03.2018 12:00","62833","65500"
"31.03.2018 12:00 - 31.03.2018 12:15","62004","65145"
"31.03.2018 12:15 - 31.03.2018 12:30","61780","64919"
"31.03.2018 12:30 - 31.03.2018 12:45","61044","64521"
"31.03.2018 12:45 - 31.03.2018 13:00","60834","64439"
"31.03.2018 13:00 - 31.03.2018 13:15","59967","63909"
"31.03.2018 13:15 - 31.03.2018 13:30","59703","63387"
"31.03.2018 13:30 - 31.03.2018 13:45","59317","63086"
"31.03.2018 13:45 - 31.03.2018 14:00","58609","62778"
"31.03.2018 14:00 - 31.03.2018 14:15","58055","62395"
"31.03.2018 14:15 - 31.03.2018 14:30","57394","62083"
"31.03.2018 14:30 - 31.03.2018 14:45","57487","61601"
"31.03.2018 14:45 - 31.03.2018 15:00","57753","61552"
"31.03.2018 15:00 - 31.03.2018 15:15","57915","61552"
"31.03.2018 15:15 - 31.03.2018 15:30","57003","61054"
"31.03.2018 15:30 - 31.03.2018 15:45","56840","61114"
"31.03.2018 15:45 - 31.03.2018 16:00","56585","60674"
"31.03.2018 16:00 - 31.03.2018 16:15","57000","60825"
"31.03.2018 16:15 - 31.03.2018 16:30","57387","60509"
"31.03.2018 16:30 - 31.03.2018 16:45","57536","60146"
"31.03.2018 16:45 - 31.03.2018 17:00","56495","60088"
"31.03.2018 17:00 - 31.03.2018 17:15","57154","60639"
"31.03.2018 17:15 - 31.03.2018 17:30","57314","60966"
"31.03.2018 17:30 - 31.03.2018 17:45","57777","61262"
"31.03.2018 17:45 - 31.03.2018 18:00","57583","61499"
"31.03.2018 18:00 - 31.03.2018 18:15","58442","61949"
"31.03.2018 18:15 - 31.03.2018 18:30","58908","62270"
"31.03.2018 18:30 - 31.03.2018 18:45","59245","62153"
"31.03.2018 18:45 - 31.03.2018 19:00","59735","61886"
"31.03.2018 19:00 - 31.03.2018 19:15","59754","62222"
"31.03.2018 19:15 - 31.03.2018 19:30","59636","62326"
"31.03.2018 19:30 - 31.03.2018 19:45","59523","62413"
"31.03.2018 19:45 - 31.03.2018 20:00","59282","62516"
"31.03.2018 20:00 - 31.03.2018 20:15","58906","62621"
"31.03.2018 20:15 - 31.03.2018 20:30","58261","62331"
"31.03.2018 20:30 - 31.03.2018 20:45","57533","61738"
"31.03.2018 20:45 - 31.03.2018 21:00","57171","60790"
"31.03.2018 21:00 - 31.03.2018 21:15","56092","60305"
"31.03.2018 21:15 - 31.03.2018 21:30","55849","59664"
"31.03.2018 21:30 - 31.03.2018 21:45","56086","59044"
"31.03.2018 21:45 - 31.03.2018 22:00","55358","58835"
"31.03.2018 22:00 - 31.03.2018 22:15","55348","59068"
"31.03.2018 22:15 - 31.03.2018 22:30","54826","58757"
"31.03.2018 22:30 - 31.03.2018 22:45","54137","57902"
"31.03.2018 22:45 - 31.03.2018 23:00","53355","57209"
"31.03.2018 23:00 - 31.03.2018 23:15","51863","55928"
"31.03.2018 23:15 - 31.03.2018 23:30","51023","55161"
"31.03.2018 23:30 - 31.03.2018 23:45","50337","54472"
"31.03.2018 23:45 - 01.04.2018 00:00","49534","53758"
"01.04.2018 00:00 - 01.04.2018 00:15","49748","52069"
"01.04.2018 00:15 - 01.04.2018 00:30","49262","51251"
"01.04.2018 00:30 - 01.04.2018 00:45","48629","50816"
"01.04.2018 00:45 - 01.04.2018 01:00","48082","50234"
"01.04.2018 01:00 - 01.04.2018 01:15","47427","49628"
"01.04.2018 01:15 - 01.04.2018 01:30","47075","48905"
"01.04.2018 01:30 - 01.04.2018 01:45","46597","48447"
"01.04.2018 01:45 - 01.04.2018 02:00","46418","47944"
"01.04.2018 02:00 - 01.04.2018 02:15","46064","47622"
"01.04.2018 02:15 - 01.04.2018 02:30","45986","47464"
"01.04.2018 02:30 - 01.04.2018 02:45","45847","47306"
"01.04.2018 02:45 - 01.04.2018 03:00","45809","47093"
"01.04.2018 03:00 - 01.04.2018 03:15","45678","46919"
"01.04.2018 03:15 - 01.04.2018 03:30","45689","46997"
"01.04.2018 03:30 - 01.04.2018 03:45","45728","46996"
"01.04.2018 03:45 - 01.04.2018 04:00","45735","47273"
"01.04.2018 04:00 - 01.04.2018 04:15","45933","47455"
"01.04.2018 04:15 - 01.04.2018 04:30","45994","47573"
"01.04.2018 04:30 - 01.04.2018 04:45","46093","47491"
"01.04.2018 04:45 - 01.04.2018 05:00","46155","47538"
"01.04.2018 05:00 - 01.04.2018 05:15","46500","47784"
"01.04.2018 05:15 - 01.04.2018 05:30","46250","47767"
"01.04.2018 05:30 - 01.04.2018 05:45","46234","47686"
"01.04.2018 05:45 - 01.04.2018 06:00","46064","47834"
"01.04.2018 06:00 - 01.04.2018 06:15","45670","47667"
"01.04.2018 06:15 - 01.04.2018 06:30","45908","47684"
"01.04.2018 06:30 - 01.04.2018 06:45","46012","48005"
"01.04.2018 06:45 - 01.04.2018 07:00","46029","47973"
"01.04.2018 07:00 - 01.04.2018 07:15","46576","48389"
"01.04.2018 07:15 - 01.04.2018 07:30","46955","49034"
"01.04.2018 07:30 - 01.04.2018 07:45","47600","50101"
"01.04.2018 07:45 - 01.04.2018 08:00","48596","51018"
"01.04.2018 08:00 - 01.04.2018 08:15","49803","52335"
"01.04.2018 08:15 - 01.04.2018 08:30","50728","53537"
"01.04.2018 08:30 - 01.04.2018 08:45","51601","54828"
"01.04.2018 08:45 - 01.04.2018 09:00","52285","55504"
"01.04.2018 09:00 - 01.04.2018 09:15","53809","56527"
"01.04.2018 09:15 - 01.04.2018 09:30","54600","57434"
"01.04.2018 09:30 - 01.04.2018 09:45","55224","57955"
"01.04.2018 09:45 - 01.04.2018 10:00","55824","58373"
"01.04.2018 10:00 - 01.04.2018 10:15","56683","58890"
"01.04.2018 10:15 - 01.04.2018 10:30","57158","59329"
"01.04.2018 10:30 - 01.04.2018 10:45","57511","59773"
"01.04.2018 10:45 - 01.04.2018 11:00","58058","60414"
"01.04.2018 11:00 - 01.04.2018 11:15","58690","60821"
"01.04.2018 11:15 - 01.04.2018 11:30","59222","61670"
"01.04.2018 11:30 - 01.04.2018 11:45","59907","61740"
"01.04.2018 11:45 - 01.04.2018 12:00","60171","61503"
"01.04.2018 12:00 - 01.04.2018 12:15","59692","60824"
"01.04.2018 12:15 - 01.04.2018 12:30","59627","60395"
"01.04.2018 12:30 - 01.04.2018 12:45","59139","59828"
"01.04.2018 12:45 - 01.04.2018 13:00","58820","59202"
"01.04.2018 13:00 - 01.04.2018 13:15","57700","58359"
"01.04.2018 13:15 - 01.04.2018 13:30","57536","57674"
"01.04.2018 13:30 - 01.04.2018 13:45","57036","57219"
"01.04.2018 13:45 - 01.04.2018 14:00","56292","56725"
"01.04.2018 14:00 - 01.04.2018 14:15","55803","56462"
"01.04.2018 14:15 - 01.04.2018 14:30","55201","55980"
"01.04.2018 14:30 - 01.04.2018 14:45","54905","55756"
"01.04.2018 14:45 - 01.04.2018 15:00","55320","55538"
"01.04.2018 15:00 - 01.04.2018 15:15","55412","55717"
"01.04.2018 15:15 - 01.04.2018 15:30","54249","54974"
"01.04.2018 15:30 - 01.04.2018 15:45","54151","54694"
"01.04.2018 15:45 - 01.04.2018 16:00","54038","54286"
"01.04.2018 16:00 - 01.04.2018 16:15","54487","54313"
"01.04.2018 16:15 - 01.04.2018 16:30","55062","53873"
"01.04.2018 16:30 - 01.04.2018 16:45","55714","54078"
"01.04.2018 16:45 - 01.04.2018 17:00","54845","54450"
"01.04.2018 17:00 - 01.04.2018 17:15","55499","54839"
"01.04.2018 17:15 - 01.04.2018 17:30","55457","55182"
"01.04.2018 17:30 - 01.04.2018 17:45","55759","55316"
"01.04.2018 17:45 - 01.04.2018 18:00","55626","55792"
"01.04.2018 18:00 - 01.04.2018 18:15","56333","56652"
"01.04.2018 18:15 - 01.04.2018 18:30","56815","56995"
"01.04.2018 18:30 - 01.04.2018 18:45","56891","57199"
"01.04.2018 18:45 - 01.04.2018 19:00","56991","57304"
"01.04.2018 19:00 - 01.04.2018 19:15","57238","57556"
"01.04.2018 19:15 - 01.04.2018 19:30","57070","57491"
"01.04.2018 19:30 - 01.04.2018 19:45","57103","57452"
"01.04.2018 19:45 - 01.04.2018 20:00","56910","57796"
"01.04.2018 20:00 - 01.04.2018 20:15","56947","58558"
"01.04.2018 20:15 - 01.04.2018 20:30","57185","58628"
"01.04.2018 20:30 - 01.04.2018 20:45","56494","58317"
"01.04.2018 20:45 - 01.04.2018 21:00","56031","57551"
"01.04.2018 21:00 - 01.04.2018 21:15","55317","57569"
"01.04.2018 21:15 - 01.04.2018 21:30","55165","57007"
"01.04.2018 21:30 - 01.04.2018 21:45","55355","56814"
