"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"07.07.2016 07:00 - 07.07.2016 07:15","66170","67926"
"07.07.2016 07:15 - 07.07.2016 07:30","67258","69428"
"07.07.2016 07:30 - 07.07.2016 07:45","68371","70798"
"07.07.2016 07:45 - 07.07.2016 08:00","69398","71954"
"07.07.2016 08:00 - 07.07.2016 08:15","70327","73045"
"07.07.2016 08:15 - 07.07.2016 08:30","70707","73844"
"07.07.2016 08:30 - 07.07.2016 08:45","71123","74603"
"07.07.2016 08:45 - 07.07.2016 09:00","71304","74832"
"07.07.2016 09:00 - 07.07.2016 09:15","70999","74599"
"07.07.2016 09:15 - 07.07.2016 09:30","71654","74856"
"07.07.2016 09:30 - 07.07.2016 09:45","71823","75258"
"07.07.2016 09:45 - 07.07.2016 10:00","72122","75745"
"07.07.2016 10:00 - 07.07.2016 10:15","72586","76099"
"07.07.2016 10:15 - 07.07.2016 10:30","72857","76385"
"07.07.2016 10:30 - 07.07.2016 10:45","73144","76804"
"07.07.2016 10:45 - 07.07.2016 11:00","74017","77208"
"07.07.2016 11:00 - 07.07.2016 11:15","74452","77549"
"07.07.2016 11:15 - 07.07.2016 11:30","74817","77770"
"07.07.2016 11:30 - 07.07.2016 11:45","75251","78122"
"07.07.2016 11:45 - 07.07.2016 12:00","74695","77938"
"07.07.2016 12:00 - 07.07.2016 12:15","74386","77205"
"07.07.2016 12:15 - 07.07.2016 12:30","74156","76772"
"07.07.2016 12:30 - 07.07.2016 12:45","73944","77015"
"07.07.2016 12:45 - 07.07.2016 13:00","74077","77075"
"07.07.2016 13:00 - 07.07.2016 13:15","73888","76810"
"07.07.2016 13:15 - 07.07.2016 13:30","73830","76768"
"07.07.2016 13:30 - 07.07.2016 13:45","73237","76201"
"07.07.2016 13:45 - 07.07.2016 14:00","72620","75669"
"07.07.2016 14:00 - 07.07.2016 14:15","71902","75337"
"07.07.2016 14:15 - 07.07.2016 14:30","72093","75037"
"07.07.2016 14:30 - 07.07.2016 14:45","71978","75135"
"07.07.2016 14:45 - 07.07.2016 15:00","72366","74733"
"07.07.2016 15:00 - 07.07.2016 15:15","72415","74670"
"07.07.2016 15:15 - 07.07.2016 15:30","71241","74491"
"07.07.2016 15:30 - 07.07.2016 15:45","71001","74056"
"07.07.2016 15:45 - 07.07.2016 16:00","70780","73373"
"07.07.2016 16:00 - 07.07.2016 16:15","70726","72894"
"07.07.2016 16:15 - 07.07.2016 16:30","70463","72306"
"07.07.2016 16:30 - 07.07.2016 16:45","70051","71886"
"07.07.2016 16:45 - 07.07.2016 17:00","69439","71413"
"07.07.2016 17:00 - 07.07.2016 17:15","69096","71347"
"07.07.2016 17:15 - 07.07.2016 17:30","69183","71494"
"07.07.2016 17:30 - 07.07.2016 17:45","69279","71627"
"07.07.2016 17:45 - 07.07.2016 18:00","69145","71506"
"07.07.2016 18:00 - 07.07.2016 18:15","68830","71069"
"07.07.2016 18:15 - 07.07.2016 18:30","68607","70932"
"07.07.2016 18:30 - 07.07.2016 18:45","68593","70904"
"07.07.2016 18:45 - 07.07.2016 19:00","68472","70844"
"07.07.2016 19:00 - 07.07.2016 19:15","68601","70292"
"07.07.2016 19:15 - 07.07.2016 19:30","68468","69714"
"07.07.2016 19:30 - 07.07.2016 19:45","68032","69063"
"07.07.2016 19:45 - 07.07.2016 20:00","67585","68238"
"07.07.2016 20:00 - 07.07.2016 20:15","66907","67091"
"07.07.2016 20:15 - 07.07.2016 20:30","66117","65897"
"07.07.2016 20:30 - 07.07.2016 20:45","65418","64797"
"07.07.2016 20:45 - 07.07.2016 21:00","64805","63792"
"07.07.2016 21:00 - 07.07.2016 21:15","63817","62422"
"07.07.2016 21:15 - 07.07.2016 21:30","62962","61618"
"07.07.2016 21:30 - 07.07.2016 21:45","62474","60946"
"07.07.2016 21:45 - 07.07.2016 22:00","62299","61709"
"07.07.2016 22:00 - 07.07.2016 22:15","61982","61963"
"07.07.2016 22:15 - 07.07.2016 22:30","61318","61213"
"07.07.2016 22:30 - 07.07.2016 22:45","60267","60118"
"07.07.2016 22:45 - 07.07.2016 23:00","59032","59055"
"07.07.2016 23:00 - 07.07.2016 23:15","57258","58984"
"07.07.2016 23:15 - 07.07.2016 23:30","56081","58371"
"07.07.2016 23:30 - 07.07.2016 23:45","55171","56946"
"07.07.2016 23:45 - 08.07.2016 00:00","54432","56110"
"08.07.2016 00:00 - 08.07.2016 00:15","52432","55382"
"08.07.2016 00:15 - 08.07.2016 00:30","51714","54601"
"08.07.2016 00:30 - 08.07.2016 00:45","51073","53690"
"08.07.2016 00:45 - 08.07.2016 01:00","50495","53052"
"08.07.2016 01:00 - 08.07.2016 01:15","49671","52614"
"08.07.2016 01:15 - 08.07.2016 01:30","49234","52016"
"08.07.2016 01:30 - 08.07.2016 01:45","49043","51424"
"08.07.2016 01:45 - 08.07.2016 02:00","48673","51217"
"08.07.2016 02:00 - 08.07.2016 02:15","48206","50929"
"08.07.2016 02:15 - 08.07.2016 02:30","47939","50484"
"08.07.2016 02:30 - 08.07.2016 02:45","47928","50397"
"08.07.2016 02:45 - 08.07.2016 03:00","47985","50577"
"08.07.2016 03:00 - 08.07.2016 03:15","48099","50588"
"08.07.2016 03:15 - 08.07.2016 03:30","48132","50293"
"08.07.2016 03:30 - 08.07.2016 03:45","48019","50513"
"08.07.2016 03:45 - 08.07.2016 04:00","48116","50617"
"08.07.2016 04:00 - 08.07.2016 04:15","48701","50915"
"08.07.2016 04:15 - 08.07.2016 04:30","48984","51197"
"08.07.2016 04:30 - 08.07.2016 04:45","49306","51588"
"08.07.2016 04:45 - 08.07.2016 05:00","49676","52088"
"08.07.2016 05:00 - 08.07.2016 05:15","50957","53225"
"08.07.2016 05:15 - 08.07.2016 05:30","51455","53758"
"08.07.2016 05:30 - 08.07.2016 05:45","52513","54995"
"08.07.2016 05:45 - 08.07.2016 06:00","53968","56319"
"08.07.2016 06:00 - 08.07.2016 06:15","57529","59360"
"08.07.2016 06:15 - 08.07.2016 06:30","59750","61826"
"08.07.2016 06:30 - 08.07.2016 06:45","61586","63765"
"08.07.2016 06:45 - 08.07.2016 07:00","63159","65529"
"08.07.2016 07:00 - 08.07.2016 07:15","65654","68072"
"08.07.2016 07:15 - 08.07.2016 07:30","67061","69521"
"08.07.2016 07:30 - 08.07.2016 07:45","68381","70620"
"08.07.2016 07:45 - 08.07.2016 08:00","69196","72014"
"08.07.2016 08:00 - 08.07.2016 08:15","70608","73327"
"08.07.2016 08:15 - 08.07.2016 08:30","71177","74019"
"08.07.2016 08:30 - 08.07.2016 08:45","71429","74595"
"08.07.2016 08:45 - 08.07.2016 09:00","71509","74893"
"08.07.2016 09:00 - 08.07.2016 09:15","71356","74815"
"08.07.2016 09:15 - 08.07.2016 09:30","71987","75332"
"08.07.2016 09:30 - 08.07.2016 09:45","72365","76153"
"08.07.2016 09:45 - 08.07.2016 10:00","72664","76533"
"08.07.2016 10:00 - 08.07.2016 10:15","73010","76659"
"08.07.2016 10:15 - 08.07.2016 10:30","73328","76775"
"08.07.2016 10:30 - 08.07.2016 10:45","73713","77592"
"08.07.2016 10:45 - 08.07.2016 11:00","74229","78004"
"08.07.2016 11:00 - 08.07.2016 11:15","74481","78150"
"08.07.2016 11:15 - 08.07.2016 11:30","74933","78549"
"08.07.2016 11:30 - 08.07.2016 11:45","74872","78899"
"08.07.2016 11:45 - 08.07.2016 12:00","74520","78617"
"08.07.2016 12:00 - 08.07.2016 12:15","74279","77955"
"08.07.2016 12:15 - 08.07.2016 12:30","73878","77275"
"08.07.2016 12:30 - 08.07.2016 12:45","73774","77218"
"08.07.2016 12:45 - 08.07.2016 13:00","73532","77025"
"08.07.2016 13:00 - 08.07.2016 13:15","72647","76956"
"08.07.2016 13:15 - 08.07.2016 13:30","72468","76617"
"08.07.2016 13:30 - 08.07.2016 13:45","72128","76182"
"08.07.2016 13:45 - 08.07.2016 14:00","71390","75403"
"08.07.2016 14:00 - 08.07.2016 14:15","70870","75159"
"08.07.2016 14:15 - 08.07.2016 14:30","70381","74655"
"08.07.2016 14:30 - 08.07.2016 14:45","70278","74471"
"08.07.2016 14:45 - 08.07.2016 15:00","70645","74367"
"08.07.2016 15:00 - 08.07.2016 15:15","70636","74156"
"08.07.2016 15:15 - 08.07.2016 15:30","69557","73730"
"08.07.2016 15:30 - 08.07.2016 15:45","69278","73370"
"08.07.2016 15:45 - 08.07.2016 16:00","68691","73237"
"08.07.2016 16:00 - 08.07.2016 16:15","68678","72928"
"08.07.2016 16:15 - 08.07.2016 16:30","68656","72553"
"08.07.2016 16:30 - 08.07.2016 16:45","68256","72269"
"08.07.2016 16:45 - 08.07.2016 17:00","67763","71793"
"08.07.2016 17:00 - 08.07.2016 17:15","67614","71743"
"08.07.2016 17:15 - 08.07.2016 17:30","67623","71522"
"08.07.2016 17:30 - 08.07.2016 17:45","67788","71696"
"08.07.2016 17:45 - 08.07.2016 18:00","67428","71684"
"08.07.2016 18:00 - 08.07.2016 18:15","67005","71061"
"08.07.2016 18:15 - 08.07.2016 18:30","66749","70660"
"08.07.2016 18:30 - 08.07.2016 18:45","66628","70511"
"08.07.2016 18:45 - 08.07.2016 19:00","66718","70074"
"08.07.2016 19:00 - 08.07.2016 19:15","66437","69842"
"08.07.2016 19:15 - 08.07.2016 19:30","65973","68992"
"08.07.2016 19:30 - 08.07.2016 19:45","65435","68705"
"08.07.2016 19:45 - 08.07.2016 20:00","64904","68211"
"08.07.2016 20:00 - 08.07.2016 20:15","64249","67247"
"08.07.2016 20:15 - 08.07.2016 20:30","63492","66187"
"08.07.2016 20:30 - 08.07.2016 20:45","62496","65254"
"08.07.2016 20:45 - 08.07.2016 21:00","61920","64492"
"08.07.2016 21:00 - 08.07.2016 21:15","60737","63789"
"08.07.2016 21:15 - 08.07.2016 21:30","60479","63097"
"08.07.2016 21:30 - 08.07.2016 21:45","59885","62679"
"08.07.2016 21:45 - 08.07.2016 22:00","59608","62122"
"08.07.2016 22:00 - 08.07.2016 22:15","59215","62240"
"08.07.2016 22:15 - 08.07.2016 22:30","58759","61811"
"08.07.2016 22:30 - 08.07.2016 22:45","57928","60519"
"08.07.2016 22:45 - 08.07.2016 23:00","56856","59943"
"08.07.2016 23:00 - 08.07.2016 23:15","55332","58200"
"08.07.2016 23:15 - 08.07.2016 23:30","54166","57239"
"08.07.2016 23:30 - 08.07.2016 23:45","53318","56211"
"08.07.2016 23:45 - 09.07.2016 00:00","52287","55076"
"09.07.2016 00:00 - 09.07.2016 00:15","50832","54128"
"09.07.2016 00:15 - 09.07.2016 00:30","50245","53311"
"09.07.2016 00:30 - 09.07.2016 00:45","49702","52629"
"09.07.2016 00:45 - 09.07.2016 01:00","48999","51990"
"09.07.2016 01:00 - 09.07.2016 01:15","48158","51362"
"09.07.2016 01:15 - 09.07.2016 01:30","47638","50703"
"09.07.2016 01:30 - 09.07.2016 01:45","47229","50222"
"09.07.2016 01:45 - 09.07.2016 02:00","46869","49760"
"09.07.2016 02:00 - 09.07.2016 02:15","46302","49557"
"09.07.2016 02:15 - 09.07.2016 02:30","45986","49225"
"09.07.2016 02:30 - 09.07.2016 02:45","45776","48880"
"09.07.2016 02:45 - 09.07.2016 03:00","45822","48500"
"09.07.2016 03:00 - 09.07.2016 03:15","45700","48427"
"09.07.2016 03:15 - 09.07.2016 03:30","45463","48417"
"09.07.2016 03:30 - 09.07.2016 03:45","45301","48211"
"09.07.2016 03:45 - 09.07.2016 04:00","45220","47927"
"09.07.2016 04:00 - 09.07.2016 04:15","45259","47831"
"09.07.2016 04:15 - 09.07.2016 04:30","45278","48132"
"09.07.2016 04:30 - 09.07.2016 04:45","45168","48228"
"09.07.2016 04:45 - 09.07.2016 05:00","45260","48105"
"09.07.2016 05:00 - 09.07.2016 05:15","45542","47972"
"09.07.2016 05:15 - 09.07.2016 05:30","45287","47715"
"09.07.2016 05:30 - 09.07.2016 05:45","45454","47695"
"09.07.2016 05:45 - 09.07.2016 06:00","45575","47639"
"09.07.2016 06:00 - 09.07.2016 06:15","46853","49037"
"09.07.2016 06:15 - 09.07.2016 06:30","47733","49665"
"09.07.2016 06:30 - 09.07.2016 06:45","48320","50579"
"09.07.2016 06:45 - 09.07.2016 07:00","49273","51356"
"09.07.2016 07:00 - 09.07.2016 07:15","50630","53002"
"09.07.2016 07:15 - 09.07.2016 07:30","51377","53849"
"09.07.2016 07:30 - 09.07.2016 07:45","52651","55050"
"09.07.2016 07:45 - 09.07.2016 08:00","53572","55965"
"09.07.2016 08:00 - 09.07.2016 08:15","55219","57347"
"09.07.2016 08:15 - 09.07.2016 08:30","55936","58313"
"09.07.2016 08:30 - 09.07.2016 08:45","56815","59418"
"09.07.2016 08:45 - 09.07.2016 09:00","57435","60498"
"09.07.2016 09:00 - 09.07.2016 09:15","58234","61204"
"09.07.2016 09:15 - 09.07.2016 09:30","59195","62121"
"09.07.2016 09:30 - 09.07.2016 09:45","59758","62777"
"09.07.2016 09:45 - 09.07.2016 10:00","60568","63511"
"09.07.2016 10:00 - 09.07.2016 10:15","61271","63786"
"09.07.2016 10:15 - 09.07.2016 10:30","61579","64204"
"09.07.2016 10:30 - 09.07.2016 10:45","61794","64314"
"09.07.2016 10:45 - 09.07.2016 11:00","62061","64449"
"09.07.2016 11:00 - 09.07.2016 11:15","62719","64534"
"09.07.2016 11:15 - 09.07.2016 11:30","63000","64981"
"09.07.2016 11:30 - 09.07.2016 11:45","63418","65224"
"09.07.2016 11:45 - 09.07.2016 12:00","62924","65015"
"09.07.2016 12:00 - 09.07.2016 12:15","62713","64993"
"09.07.2016 12:15 - 09.07.2016 12:30","62013","64361"
"09.07.2016 12:30 - 09.07.2016 12:45","61237","64032"
"09.07.2016 12:45 - 09.07.2016 13:00","60800","63588"
"09.07.2016 13:00 - 09.07.2016 13:15","59738","63031"
"09.07.2016 13:15 - 09.07.2016 13:30","59538","62403"
"09.07.2016 13:30 - 09.07.2016 13:45","59278","61824"
"09.07.2016 13:45 - 09.07.2016 14:00","58604","61183"
"09.07.2016 14:00 - 09.07.2016 14:15","57958","60740"
"09.07.2016 14:15 - 09.07.2016 14:30","57539","60222"
"09.07.2016 14:30 - 09.07.2016 14:45","57330","59696"
"09.07.2016 14:45 - 09.07.2016 15:00","57870","59541"
"09.07.2016 15:00 - 09.07.2016 15:15","57931","59062"
"09.07.2016 15:15 - 09.07.2016 15:30","57091","58897"
"09.07.2016 15:30 - 09.07.2016 15:45","56528","58583"
"09.07.2016 15:45 - 09.07.2016 16:00","56301","58570"
"09.07.2016 16:00 - 09.07.2016 16:15","56309","58463"
"09.07.2016 16:15 - 09.07.2016 16:30","56872","58410"
"09.07.2016 16:30 - 09.07.2016 16:45","56712","58366"
"09.07.2016 16:45 - 09.07.2016 17:00","56216","58552"
"09.07.2016 17:00 - 09.07.2016 17:15","56353","58634"
"09.07.2016 17:15 - 09.07.2016 17:30","56574","58750"
"09.07.2016 17:30 - 09.07.2016 17:45","57227","58910"
"09.07.2016 17:45 - 09.07.2016 18:00","57136","59033"
"09.07.2016 18:00 - 09.07.2016 18:15","57089","58959"
"09.07.2016 18:15 - 09.07.2016 18:30","57262","58791"
"09.07.2016 18:30 - 09.07.2016 18:45","57413","58722"
"09.07.2016 18:45 - 09.07.2016 19:00","57241","58563"
"09.07.2016 19:00 - 09.07.2016 19:15","57116","58288"
"09.07.2016 19:15 - 09.07.2016 19:30","56648","57823"
"09.07.2016 19:30 - 09.07.2016 19:45","56035","57343"
"09.07.2016 19:45 - 09.07.2016 20:00","55379","56872"
"09.07.2016 20:00 - 09.07.2016 20:15","55224","56400"
"09.07.2016 20:15 - 09.07.2016 20:30","55019","55615"
"09.07.2016 20:30 - 09.07.2016 20:45","53760","54909"
"09.07.2016 20:45 - 09.07.2016 21:00","53487","54471"
"09.07.2016 21:00 - 09.07.2016 21:15","52471","53961"
"09.07.2016 21:15 - 09.07.2016 21:30","52211","53834"
"09.07.2016 21:30 - 09.07.2016 21:45","52231","53871"
"09.07.2016 21:45 - 09.07.2016 22:00","52588","53966"
"09.07.2016 22:00 - 09.07.2016 22:15","52825","54496"
"09.07.2016 22:15 - 09.07.2016 22:30","52455","54293"
"09.07.2016 22:30 - 09.07.2016 22:45","51784","53466"
"09.07.2016 22:45 - 09.07.2016 23:00","50958","52439"
"09.07.2016 23:00 - 09.07.2016 23:15","49436","51689"
"09.07.2016 23:15 - 09.07.2016 23:30","48861","50722"
"09.07.2016 23:30 - 09.07.2016 23:45","47923","49882"
"09.07.2016 23:45 - 10.07.2016 00:00","47387","48890"
"10.07.2016 00:00 - 10.07.2016 00:15","46398","48070"
"10.07.2016 00:15 - 10.07.2016 00:30","45863","47331"
"10.07.2016 00:30 - 10.07.2016 00:45","45147","46548"
"10.07.2016 00:45 - 10.07.2016 01:00","44488","46251"
"10.07.2016 01:00 - 10.07.2016 01:15","43585","45323"
"10.07.2016 01:15 - 10.07.2016 01:30","43142","45152"
"10.07.2016 01:30 - 10.07.2016 01:45","42736","44679"
"10.07.2016 01:45 - 10.07.2016 02:00","42395","44176"
"10.07.2016 02:00 - 10.07.2016 02:15","41858","43899"
"10.07.2016 02:15 - 10.07.2016 02:30","41628","43521"
"10.07.2016 02:30 - 10.07.2016 02:45","41317","43218"
"10.07.2016 02:45 - 10.07.2016 03:00","41113","42869"
"10.07.2016 03:00 - 10.07.2016 03:15","40993","42867"
"10.07.2016 03:15 - 10.07.2016 03:30","40771","42537"
"10.07.2016 03:30 - 10.07.2016 03:45","40774","42509"
"10.07.2016 03:45 - 10.07.2016 04:00","40612","42306"
"10.07.2016 04:00 - 10.07.2016 04:15","40720","42254"
"10.07.2016 04:15 - 10.07.2016 04:30","40737","42197"
"10.07.2016 04:30 - 10.07.2016 04:45","40676","42088"
"10.07.2016 04:45 - 10.07.2016 05:00","40677","42125"
"10.07.2016 05:00 - 10.07.2016 05:15","40673","42059"
"10.07.2016 05:15 - 10.07.2016 05:30","40284","41591"
"10.07.2016 05:30 - 10.07.2016 05:45","40475","41480"
"10.07.2016 05:45 - 10.07.2016 06:00","40456","41607"
"10.07.2016 06:00 - 10.07.2016 06:15","40874","42105"
"10.07.2016 06:15 - 10.07.2016 06:30","41218","42249"
"10.07.2016 06:30 - 10.07.2016 06:45","41525","42627"
"10.07.2016 06:45 - 10.07.2016 07:00","41883","43294"
"10.07.2016 07:00 - 10.07.2016 07:15","42830","44577"
"10.07.2016 07:15 - 10.07.2016 07:30","43650","45358"
"10.07.2016 07:30 - 10.07.2016 07:45","44741","46466"
"10.07.2016 07:45 - 10.07.2016 08:00","45498","47399"
"10.07.2016 08:00 - 10.07.2016 08:15","46951","48622"
"10.07.2016 08:15 - 10.07.2016 08:30","47587","49688"
"10.07.2016 08:30 - 10.07.2016 08:45","48427","50731"
"10.07.2016 08:45 - 10.07.2016 09:00","49499","51577"
"10.07.2016 09:00 - 10.07.2016 09:15","50336","52696"
"10.07.2016 09:15 - 10.07.2016 09:30","51309","53318"
"10.07.2016 09:30 - 10.07.2016 09:45","51745","54271"
"10.07.2016 09:45 - 10.07.2016 10:00","52405","54834"
"10.07.2016 10:00 - 10.07.2016 10:15","53455","55562"
"10.07.2016 10:15 - 10.07.2016 10:30","54017","55900"
"10.07.2016 10:30 - 10.07.2016 10:45","54633","56428"
"10.07.2016 10:45 - 10.07.2016 11:00","55348","57099"
"10.07.2016 11:00 - 10.07.2016 11:15","56095","57939"
"10.07.2016 11:15 - 10.07.2016 11:30","56802","58325"
"10.07.2016 11:30 - 10.07.2016 11:45","57412","58796"
"10.07.2016 11:45 - 10.07.2016 12:00","57160","58854"
"10.07.2016 12:00 - 10.07.2016 12:15","57490","58569"
"10.07.2016 12:15 - 10.07.2016 12:30","56707","58059"
"10.07.2016 12:30 - 10.07.2016 12:45","55809","57726"
"10.07.2016 12:45 - 10.07.2016 13:00","55396","57271"
"10.07.2016 13:00 - 10.07.2016 13:15","54763","56669"
"10.07.2016 13:15 - 10.07.2016 13:30","54379","56204"
"10.07.2016 13:30 - 10.07.2016 13:45","53724","55791"
"10.07.2016 13:45 - 10.07.2016 14:00","53249","55154"
"10.07.2016 14:00 - 10.07.2016 14:15","53244","54752"
"10.07.2016 14:15 - 10.07.2016 14:30","52759","54403"
"10.07.2016 14:30 - 10.07.2016 14:45","52284","54173"
"10.07.2016 14:45 - 10.07.2016 15:00","52288","53848"
"10.07.2016 15:00 - 10.07.2016 15:15","52228","53489"
"10.07.2016 15:15 - 10.07.2016 15:30","52131","53435"
"10.07.2016 15:30 - 10.07.2016 15:45","51767","53384"
"10.07.2016 15:45 - 10.07.2016 16:00","51998","53524"
"10.07.2016 16:00 - 10.07.2016 16:15","51973","53521"
"10.07.2016 16:15 - 10.07.2016 16:30","52557","53371"
"10.07.2016 16:30 - 10.07.2016 16:45","52468","53702"
"10.07.2016 16:45 - 10.07.2016 17:00","52046","53937"
"10.07.2016 17:00 - 10.07.2016 17:15","52673","54719"
"10.07.2016 17:15 - 10.07.2016 17:30","52439","54529"
"10.07.2016 17:30 - 10.07.2016 17:45","53105","55057"
"10.07.2016 17:45 - 10.07.2016 18:00","53321","55660"
"10.07.2016 18:00 - 10.07.2016 18:15","53928","56091"
"10.07.2016 18:15 - 10.07.2016 18:30","54082","56162"
"10.07.2016 18:30 - 10.07.2016 18:45","54406","56319"
"10.07.2016 18:45 - 10.07.2016 19:00","54351","56532"
"10.07.2016 19:00 - 10.07.2016 19:15","54950","56583"
"10.07.2016 19:15 - 10.07.2016 19:30","54805","56316"
"10.07.2016 19:30 - 10.07.2016 19:45","54401","56260"
"10.07.2016 19:45 - 10.07.2016 20:00","53981","55932"
"10.07.2016 20:00 - 10.07.2016 20:15","54458","55869"
"10.07.2016 20:15 - 10.07.2016 20:30","54353","55607"
"10.07.2016 20:30 - 10.07.2016 20:45","53552","55528"
"10.07.2016 20:45 - 10.07.2016 21:00","53556","55280"
"10.07.2016 21:00 - 10.07.2016 21:15","52935","55497"
"10.07.2016 21:15 - 10.07.2016 21:30","52841","55107"
"10.07.2016 21:30 - 10.07.2016 21:45","53034","55264"
"10.07.2016 21:45 - 10.07.2016 22:00","53594","56056"
"10.07.2016 22:00 - 10.07.2016 22:15","53963","56803"
"10.07.2016 22:15 - 10.07.2016 22:30","53792","56207"
"10.07.2016 22:30 - 10.07.2016 22:45","53022","55469"
"10.07.2016 22:45 - 10.07.2016 23:00","51865","54714"
"10.07.2016 23:00 - 10.07.2016 23:15","50491","54116"
"10.07.2016 23:15 - 10.07.2016 23:30","49453","53084"
"10.07.2016 23:30 - 10.07.2016 23:45","48668","52184"
"10.07.2016 23:45 - 11.07.2016 00:00","47780","51769"
"11.07.2016 00:00 - 11.07.2016 00:15","47395","51209"
"11.07.2016 00:15 - 11.07.2016 00:30","46899","50305"
"11.07.2016 00:30 - 11.07.2016 00:45","46376","49504"
"11.07.2016 00:45 - 11.07.2016 01:00","45922","48988"
"11.07.2016 01:00 - 11.07.2016 01:15","45330","48457"
"11.07.2016 01:15 - 11.07.2016 01:30","44970","47969"
"11.07.2016 01:30 - 11.07.2016 01:45","44669","47574"
"11.07.2016 01:45 - 11.07.2016 02:00","44393","47116"
"11.07.2016 02:00 - 11.07.2016 02:15","44111","47019"
"11.07.2016 02:15 - 11.07.2016 02:30","43941","46590"
"11.07.2016 02:30 - 11.07.2016 02:45","43833","46456"
"11.07.2016 02:45 - 11.07.2016 03:00","43825","46300"
"11.07.2016 03:00 - 11.07.2016 03:15","44005","46589"
"11.07.2016 03:15 - 11.07.2016 03:30","43861","46715"
"11.07.2016 03:30 - 11.07.2016 03:45","44055","46642"
"11.07.2016 03:45 - 11.07.2016 04:00","44081","46610"
"11.07.2016 04:00 - 11.07.2016 04:15","45007","47208"
"11.07.2016 04:15 - 11.07.2016 04:30","45431","47771"
"11.07.2016 04:30 - 11.07.2016 04:45","45881","48170"
"11.07.2016 04:45 - 11.07.2016 05:00","46566","48913"
"11.07.2016 05:00 - 11.07.2016 05:15","48432","50031"
"11.07.2016 05:15 - 11.07.2016 05:30","48924","50849"
"11.07.2016 05:30 - 11.07.2016 05:45","50345","51945"
"11.07.2016 05:45 - 11.07.2016 06:00","52003","53873"
"11.07.2016 06:00 - 11.07.2016 06:15","56054","57940"
"11.07.2016 06:15 - 11.07.2016 06:30","58795","60351"
"11.07.2016 06:30 - 11.07.2016 06:45","60850","62411"
"11.07.2016 06:45 - 11.07.2016 07:00","62407","64391"
"11.07.2016 07:00 - 11.07.2016 07:15","64912","66857"
"11.07.2016 07:15 - 11.07.2016 07:30","66322","68550"
"11.07.2016 07:30 - 11.07.2016 07:45","67381","69910"
"11.07.2016 07:45 - 11.07.2016 08:00","68384","70979"
"11.07.2016 08:00 - 11.07.2016 08:15","69685","72176"
"11.07.2016 08:15 - 11.07.2016 08:30","70252","73249"
"11.07.2016 08:30 - 11.07.2016 08:45","70497","73881"
"11.07.2016 08:45 - 11.07.2016 09:00","70715","74266"
"11.07.2016 09:00 - 11.07.2016 09:15","70408","74669"
"11.07.2016 09:15 - 11.07.2016 09:30","71056","75193"
"11.07.2016 09:30 - 11.07.2016 09:45","71245","75848"
"11.07.2016 09:45 - 11.07.2016 10:00","71568","76500"
"11.07.2016 10:00 - 11.07.2016 10:15","72158","77250"
"11.07.2016 10:15 - 11.07.2016 10:30","72239","77645"
"11.07.2016 10:30 - 11.07.2016 10:45","72671","78192"
